Episode   	AvgTrainReward 	AvgLoss        	Step      	Epsilon   	AvgEvalReward  
33450     	0.0706         	0.053809       	4100000   	0.1000    	231.10         
33492     	0.0906         	0.052625       	4110000   	0.1000    	204.40         
33529     	0.1128         	0.051834       	4120000   	0.1000    	214.80         
33568     	0.0925         	0.051131       	4130000   	0.1000    	155.70         
33607     	0.0838         	0.048159       	4140000   	0.1000    	134.60         
33639     	0.0949         	0.051812       	4150000   	0.1000    	130.50         
33673     	0.1065         	0.050838       	4160000   	0.1000    	214.20         
33718     	0.0825         	0.049706       	4170000   	0.1000    	189.40         
33758     	0.0633         	0.051391       	4180000   	0.1000    	204.30         
33791     	0.1141         	0.050512       	4190000   	0.1000    	211.50         
33827     	0.0851         	0.049209       	4200000   	0.1000    	214.90         
33866     	0.0642         	0.048716       	4210000   	0.1000    	222.60         
33906     	0.0727         	0.047869       	4220000   	0.1000    	184.10         
33945     	0.0907         	0.050131       	4230000   	0.1000    	173.20         
33987     	0.0649         	0.050728       	4240000   	0.1000    	215.20         
34024     	0.1191         	0.048688       	4250000   	0.1000    	204.50         
34063     	0.0933         	0.048294       	4260000   	0.1000    	167.90         
34099     	0.1134         	0.051225       	4270000   	0.1000    	182.40         
34142     	0.0775         	0.049612       	4280000   	0.1000    	177.40         
34178     	0.0899         	0.049362       	4290000   	0.1000    	176.60         
34215     	0.0807         	0.048550       	4300000   	0.1000    	232.80         
34260     	0.0512         	0.051131       	4310000   	0.1000    	143.80         
